experiment_id,timestep,episode,mean_reward_50,mean_ep_length_50,timestamp
19,61,1,4.0,310.0,2026-03-20T21:55:02
19,107,2,3.0,288.0,2026-03-20T21:55:02
19,132,3,2.0,249.0,2026-03-20T21:55:02
19,166,4,1.75,240.2,2026-03-20T21:55:02
19,205,5,1.8,234.2,2026-03-20T21:55:02
19,246,6,1.833,233.8,2026-03-20T21:55:03
19,282,7,1.714,230.4,2026-03-20T21:55:03
19,316,8,1.625,228.6,2026-03-20T21:55:03
19,339,9,1.444,220.1,2026-03-20T21:55:03
19,371,10,1.4,218.3,2026-03-20T21:55:03
19,414,11,1.455,220.2,2026-03-20T21:55:03
19,456,12,1.5,222.2,2026-03-20T21:55:04
19,481,13,1.385,217.5,2026-03-20T21:55:04
19,546,14,1.571,225.1,2026-03-20T21:55:04
19,582,15,1.533,224.7,2026-03-20T21:55:04
19,625,16,1.562,226.0,2026-03-20T21:55:04
19,668,17,1.588,226.0,2026-03-20T21:55:04
19,693,18,1.5,222.8,2026-03-20T21:55:05
19,780,19,1.737,232.5,2026-03-20T21:55:05
19,823,20,1.75,232.7,2026-03-20T21:55:05
19,880,21,1.857,235.7,2026-03-20T21:55:05
19,914,22,1.818,234.8,2026-03-20T21:55:05
19,953,23,1.826,234.7,2026-03-20T21:55:06
19,992,24,1.833,234.6,2026-03-20T21:55:06
19,1017,25,1.76,231.4,2026-03-20T21:55:06
19,1063,26,1.769,232.3,2026-03-20T21:55:06
19,1099,27,1.741,231.3,2026-03-20T21:55:06
19,1154,28,1.786,232.8,2026-03-20T21:55:06
19,1195,29,1.793,232.3,2026-03-20T21:55:07
19,1254,30,1.833,234.8,2026-03-20T21:55:07
19,1279,31,1.774,232.3,2026-03-20T21:55:07
19,1333,32,1.812,233.8,2026-03-20T21:55:07
19,1374,33,1.818,233.4,2026-03-20T21:55:07
19,1404,34,1.794,232.5,2026-03-20T21:55:08
19,1429,35,1.743,231.0,2026-03-20T21:55:08
19,1452,36,1.694,229.0,2026-03-20T21:55:08
19,1475,37,1.649,226.9,2026-03-20T21:55:08
19,1522,38,1.684,227.9,2026-03-20T21:55:08
19,1564,39,1.692,228.5,2026-03-20T21:55:08
19,1600,40,1.675,227.9,2026-03-20T21:55:08
19,1655,41,1.707,229.3,2026-03-20T21:55:09
19,1701,42,1.714,229.9,2026-03-20T21:55:09
19,1756,43,1.744,231.0,2026-03-20T21:55:09
19,1795,44,1.75,231.1,2026-03-20T21:55:09
19,1820,45,1.711,230.0,2026-03-20T21:55:09
19,1869,46,1.739,230.8,2026-03-20T21:55:10
19,1937,47,1.787,232.9,2026-03-20T21:55:10
19,1969,48,1.771,232.1,2026-03-20T21:55:10
19,2014,49,1.776,232.3,2026-03-20T21:55:10
19,2039,50,1.74,230.7,2026-03-20T21:55:10
19,2073,51,1.68,228.8,2026-03-20T21:55:10
19,2142,52,1.74,230.7,2026-03-20T21:55:11
19,2190,53,1.8,232.5,2026-03-20T21:55:11
19,2235,54,1.82,232.9,2026-03-20T21:55:11
19,2269,55,1.8,232.5,2026-03-20T21:55:11
19,2310,56,1.8,232.5,2026-03-20T21:55:11
19,2356,57,1.82,233.3,2026-03-20T21:55:12
19,2427,58,1.9,236.1,2026-03-20T21:55:12
19,2452,59,1.9,236.1,2026-03-20T21:55:12
19,2493,60,1.92,237.0,2026-03-20T21:55:12
19,2578,61,2.04,240.4,2026-03-20T21:55:12
19,2630,62,2.06,241.0,2026-03-20T21:55:13
19,2683,63,2.12,243.5,2026-03-20T21:55:13
19,2717,64,2.06,241.0,2026-03-20T21:55:13
19,2742,65,2.04,239.7,2026-03-20T21:55:13
19,2797,66,2.06,240.8,2026-03-20T21:55:13
19,2831,67,2.04,240.3,2026-03-20T21:55:13
19,2852,68,2.04,240.2,2026-03-20T21:55:14
19,2886,69,1.94,236.2,2026-03-20T21:55:14
19,2911,70,1.9,234.8,2026-03-20T21:55:14
19,2964,71,1.88,234.8,2026-03-20T21:55:14
19,2998,72,1.88,234.8,2026-03-20T21:55:14
19,3051,73,1.9,235.8,2026-03-20T21:55:15
19,3094,74,1.9,236.2,2026-03-20T21:55:15
19,3168,75,2.0,240.6,2026-03-20T21:55:15
19,3216,76,2.02,240.7,2026-03-20T21:55:15
19,3257,77,2.04,241.2,2026-03-20T21:55:15
19,3316,78,2.04,241.9,2026-03-20T21:55:16
19,3353,79,2.02,241.8,2026-03-20T21:55:16
19,3394,80,2.0,240.2,2026-03-20T21:55:16
19,3465,81,2.1,244.2,2026-03-20T21:55:16
19,3497,82,2.06,242.8,2026-03-20T21:55:16
19,3533,83,2.04,242.8,2026-03-20T21:55:17
19,3625,84,2.16,247.4,2026-03-20T21:55:17
19,3684,85,2.22,249.6,2026-03-20T21:55:17
19,3723,86,2.26,250.7,2026-03-20T21:55:17
19,3767,87,2.3,252.8,2026-03-20T21:55:17
19,3813,88,2.28,252.7,2026-03-20T21:55:18
19,3847,89,2.26,251.6,2026-03-20T21:55:18
19,3890,90,2.28,252.1,2026-03-20T21:55:18
19,3938,91,2.26,251.6,2026-03-20T21:55:18
19,4004,92,2.3,253.1,2026-03-20T21:55:18
19,4043,93,2.28,251.9,2026-03-20T21:55:19
19,4068,94,2.24,250.5,2026-03-20T21:55:19
19,4121,95,2.3,252.6,2026-03-20T21:55:19
19,4195,96,2.34,254.5,2026-03-20T21:55:19
19,4240,97,2.3,252.8,2026-03-20T21:55:19
19,4293,98,2.34,254.7,2026-03-20T21:55:20
19,4327,99,2.32,254.1,2026-03-20T21:55:20
19,4390,100,2.4,257.7,2026-03-20T21:55:20
19,4447,101,2.46,259.4,2026-03-20T21:55:20
19,4479,102,2.38,256.5,2026-03-20T21:55:20
19,4540,103,2.4,257.4,2026-03-20T21:55:21
19,4589,104,2.42,258.0,2026-03-20T21:55:21
19,4614,105,2.4,257.8,2026-03-20T21:55:21
19,4639,106,2.36,256.7,2026-03-20T21:55:21
19,4696,107,2.38,257.7,2026-03-20T21:55:21
19,4749,108,2.34,256.5,2026-03-20T21:55:22
19,4783,109,2.36,257.5,2026-03-20T21:55:22
19,4851,110,2.4,259.4,2026-03-20T21:55:22
19,4911,111,2.32,257.2,2026-03-20T21:55:22
19,4945,112,2.28,255.8,2026-03-20T21:55:22
19,5005,113,2.3,256.3,2026-03-20T21:55:23
19,5039,114,2.3,256.4,2026-03-20T21:55:23
19,5095,115,2.36,259.1,2026-03-20T21:55:23
19,5129,116,2.32,257.0,2026-03-20T21:55:23
19,5172,117,2.34,258.1,2026-03-20T21:55:24
19,5225,118,2.4,260.3,2026-03-20T21:55:24
19,5316,119,2.5,264.5,2026-03-20T21:55:24
19,5359,120,2.54,266.2,2026-03-20T21:55:25
19,5402,121,2.52,264.9,2026-03-20T21:55:25
19,5450,122,2.54,265.7,2026-03-20T21:55:25
19,5491,123,2.52,264.5,2026-03-20T21:55:25
19,5512,124,2.48,262.8,2026-03-20T21:55:26
19,5555,125,2.42,259.9,2026-03-20T21:55:26
19,5580,126,2.36,258.0,2026-03-20T21:55:26
19,5605,127,2.32,256.8,2026-03-20T21:55:26
19,5639,128,2.28,254.7,2026-03-20T21:55:26
19,5688,129,2.32,256.0,2026-03-20T21:55:27
19,5713,130,2.28,254.6,2026-03-20T21:55:27
19,5773,131,2.24,253.6,2026-03-20T21:55:27
19,5823,132,2.28,254.7,2026-03-20T21:55:28
19,5848,133,2.26,253.4,2026-03-20T21:55:28
19,5891,134,2.16,249.6,2026-03-20T21:55:28
19,5934,135,2.14,248.5,2026-03-20T21:55:28
19,5957,136,2.1,247.4,2026-03-20T21:55:28
19,6000,137,2.1,247.1,2026-03-20T21:55:29
19,6043,138,2.1,246.5,2026-03-20T21:55:29
19,6091,139,2.14,247.8,2026-03-20T21:55:29
19,6125,140,2.12,247.2,2026-03-20T21:55:29
19,6168,141,2.12,247.0,2026-03-20T21:55:30
19,6209,142,2.08,245.4,2026-03-20T21:55:30
19,6271,143,2.12,247.4,2026-03-20T21:55:30
19,6334,144,2.2,250.4,2026-03-20T21:55:31
19,6375,145,2.18,249.6,2026-03-20T21:55:31
19,6428,146,2.14,247.8,2026-03-20T21:55:31
19,6453,147,2.1,246.2,2026-03-20T21:55:31
19,6478,148,2.04,243.6,2026-03-20T21:55:32
19,6503,149,2.02,242.5,2026-03-20T21:55:32
19,6526,150,1.94,239.3,2026-03-20T21:55:32
19,6565,151,1.9,238.1,2026-03-20T21:55:32
19,6623,152,1.94,240.0,2026-03-20T21:55:32
19,6671,153,1.9,238.9,2026-03-20T21:55:33
19,6714,154,1.88,238.2,2026-03-20T21:55:33
19,6782,155,1.98,241.3,2026-03-20T21:55:33
19,6801,156,1.98,240.8,2026-03-20T21:55:33
19,6844,157,1.96,239.4,2026-03-20T21:55:34
19,6897,158,1.96,239.2,2026-03-20T21:55:34
19,6938,159,1.98,239.6,2026-03-20T21:55:34
19,6982,160,1.94,237.6,2026-03-20T21:55:35
19,7024,161,1.9,236.3,2026-03-20T21:55:35
19,7090,162,1.96,239.0,2026-03-20T21:55:35
19,7163,163,1.96,239.7,2026-03-20T21:55:36
19,7184,164,1.94,238.7,2026-03-20T21:55:36
19,7207,165,1.88,236.2,2026-03-20T21:55:36
19,7235,166,1.88,235.9,2026-03-20T21:55:36
19,7303,167,1.92,237.8,2026-03-20T21:55:37
19,7324,168,1.86,235.4,2026-03-20T21:55:37
19,7395,169,1.82,234.1,2026-03-20T21:55:37
19,7427,170,1.8,233.1,2026-03-20T21:55:37
19,7468,171,1.8,233.3,2026-03-20T21:55:38
19,7493,172,1.76,231.8,2026-03-20T21:55:38
19,7536,173,1.76,232.3,2026-03-20T21:55:38
19,7566,174,1.78,232.9,2026-03-20T21:55:38
19,7591,175,1.74,231.3,2026-03-20T21:55:38
19,7616,176,1.74,231.4,2026-03-20T21:55:39
19,7641,177,1.74,231.2,2026-03-20T21:55:39
19,7682,178,1.76,231.6,2026-03-20T21:55:39
19,7731,179,1.76,231.2,2026-03-20T21:55:39
19,7775,180,1.8,232.9,2026-03-20T21:55:39
19,7816,181,1.78,231.2,2026-03-20T21:55:40
19,7882,182,1.82,232.5,2026-03-20T21:55:40
19,7923,183,1.86,233.9,2026-03-20T21:55:40
19,7992,184,1.9,236.2,2026-03-20T21:55:41
19,8029,185,1.9,235.9,2026-03-20T21:55:41
19,8066,186,1.94,236.8,2026-03-20T21:55:41
19,8108,187,1.94,236.8,2026-03-20T21:55:41
19,8171,188,1.98,238.4,2026-03-20T21:55:42
19,8220,189,1.98,238.3,2026-03-20T21:55:42
19,8269,190,2.02,239.6,2026-03-20T21:55:42
19,8324,191,2.04,240.3,2026-03-20T21:55:43
19,8383,192,2.08,241.4,2026-03-20T21:55:43
19,8428,193,2.04,239.9,2026-03-20T21:55:43
19,8477,194,2.0,238.7,2026-03-20T21:55:44
19,8513,195,1.98,238.1,2026-03-20T21:55:44
19,8538,196,1.92,236.1,2026-03-20T21:55:44
19,8568,197,1.94,236.8,2026-03-20T21:55:44
19,8612,198,1.98,238.7,2026-03-20T21:55:44
19,8667,199,2.04,241.3,2026-03-20T21:55:45
19,8718,200,2.1,243.0,2026-03-20T21:55:45
19,8744,201,2.08,241.8,2026-03-20T21:55:45
19,8774,202,2.04,239.4,2026-03-20T21:55:46
19,8808,203,2.02,238.4,2026-03-20T21:55:46
19,8840,204,2.0,237.9,2026-03-20T21:55:46
19,8883,205,1.94,236.3,2026-03-20T21:55:46
19,8960,206,2.06,240.8,2026-03-20T21:55:47
19,9017,207,2.1,242.4,2026-03-20T21:55:47
19,9049,208,2.06,240.5,2026-03-20T21:55:47
19,9085,209,2.04,240.5,2026-03-20T21:55:47
19,9119,210,2.02,239.6,2026-03-20T21:55:48
19,9162,211,2.02,239.9,2026-03-20T21:55:48
19,9196,212,1.96,237.1,2026-03-20T21:55:48
19,9221,213,1.88,233.4,2026-03-20T21:55:48
19,9265,214,1.92,235.2,2026-03-20T21:55:49
19,9299,215,1.94,236.0,2026-03-20T21:55:49
19,9333,216,1.94,236.5,2026-03-20T21:55:49
19,9365,217,1.88,233.2,2026-03-20T21:55:49
19,9390,218,1.88,233.3,2026-03-20T21:55:49
19,9427,219,1.82,230.4,2026-03-20T21:55:50
19,9463,220,1.82,230.8,2026-03-20T21:55:50
19,9504,221,1.82,230.8,2026-03-20T21:55:50
19,9550,222,1.88,232.4,2026-03-20T21:55:50
19,9605,223,1.9,233.2,2026-03-20T21:55:51
19,9635,224,1.9,233.3,2026-03-20T21:55:51
19,9656,225,1.9,233.0,2026-03-20T21:55:51
19,9679,226,1.9,233.1,2026-03-20T21:55:51
19,9767,227,2.02,238.3,2026-03-20T21:55:52
19,9792,228,1.98,237.0,2026-03-20T21:55:52
19,9831,229,1.96,236.8,2026-03-20T21:55:52
19,9865,230,1.94,236.0,2026-03-20T21:55:52
19,9944,231,2.02,239.5,2026-03-20T21:55:53
19,9981,232,1.96,237.4,2026-03-20T21:55:53
19,10017,233,1.94,237.3,2026-03-20T21:55:53
19,10082,234,1.94,236.9,2026-03-20T21:55:54
19,10126,235,1.94,237.6,2026-03-20T21:55:54
19,10160,236,1.92,237.4,2026-03-20T21:55:54
19,10201,237,1.92,237.4,2026-03-20T21:55:54
19,10260,238,1.9,237.4,2026-03-20T21:55:55
19,10281,239,1.84,235.3,2026-03-20T21:55:55
19,10306,240,1.78,233.4,2026-03-20T21:55:55
19,10355,241,1.78,232.8,2026-03-20T21:55:55
19,10376,242,1.7,230.2,2026-03-20T21:55:55
19,10464,243,1.78,233.9,2026-03-20T21:55:56
19,10520,244,1.8,234.5,2026-03-20T21:55:56
19,10569,245,1.84,235.9,2026-03-20T21:55:57
19,10610,246,1.88,237.1,2026-03-20T21:55:57
19,10635,247,1.86,236.2,2026-03-20T21:55:57
19,10676,248,1.86,236.0,2026-03-20T21:55:57
19,10731,249,1.86,236.0,2026-03-20T21:55:57
19,10775,250,1.84,235.7,2026-03-20T21:55:58
19,10826,251,1.88,237.4,2026-03-20T21:55:58
19,10863,252,1.9,237.9,2026-03-20T21:55:58
19,10899,253,1.9,237.9,2026-03-20T21:55:58
19,10943,254,1.92,238.5,2026-03-20T21:55:59
19,10973,255,1.9,237.4,2026-03-20T21:55:59
19,11009,256,1.8,234.0,2026-03-20T21:55:59
19,11034,257,1.72,231.1,2026-03-20T21:55:59
19,11103,258,1.78,234.4,2026-03-20T21:56:00
19,11139,259,1.78,234.1,2026-03-20T21:56:00
19,11208,260,1.86,237.0,2026-03-20T21:56:00
19,11233,261,1.82,235.1,2026-03-20T21:56:00
19,11282,262,1.86,236.1,2026-03-20T21:56:01
19,11331,263,1.92,238.3,2026-03-20T21:56:01
19,11368,264,1.92,238.1,2026-03-20T21:56:01
19,11412,265,1.94,238.8,2026-03-20T21:56:01
19,11453,266,1.96,239.7,2026-03-20T21:56:02
19,11487,267,1.96,239.9,2026-03-20T21:56:02
19,11529,268,2.0,241.7,2026-03-20T21:56:02
19,11582,269,2.04,243.1,2026-03-20T21:56:02
19,11607,270,2.02,242.2,2026-03-20T21:56:03
19,11658,271,2.04,242.8,2026-03-20T21:56:03
19,11703,272,2.02,242.5,2026-03-20T21:56:03
19,11747,273,2.0,241.5,2026-03-20T21:56:03
19,11802,274,2.04,243.3,2026-03-20T21:56:04
19,11845,275,2.08,245.3,2026-03-20T21:56:04
19,11893,276,2.12,247.0,2026-03-20T21:56:04
19,11981,277,2.12,247.0,2026-03-20T21:56:05
19,12025,278,2.16,248.4,2026-03-20T21:56:05
19,12073,279,2.16,248.6,2026-03-20T21:56:05
19,12126,280,2.2,250.2,2026-03-20T21:56:06
19,12167,281,2.12,247.1,2026-03-20T21:56:06
