experiment_id,timestep,episode,mean_reward_50,mean_ep_length_50,timestamp
14,61,1,4.0,310.0,2026-03-20T20:42:58
14,107,2,3.0,288.0,2026-03-20T20:42:58
14,132,3,2.0,249.0,2026-03-20T20:42:58
14,166,4,1.75,240.2,2026-03-20T20:42:59
14,205,5,1.8,234.2,2026-03-20T20:42:59
14,246,6,1.833,233.8,2026-03-20T20:42:59
14,282,7,1.714,230.4,2026-03-20T20:42:59
14,316,8,1.625,228.6,2026-03-20T20:42:59
14,339,9,1.444,220.1,2026-03-20T20:42:59
14,371,10,1.4,218.3,2026-03-20T20:42:59
14,414,11,1.455,220.2,2026-03-20T20:43:00
14,456,12,1.5,222.2,2026-03-20T20:43:00
14,481,13,1.385,217.5,2026-03-20T20:43:00
14,546,14,1.571,225.1,2026-03-20T20:43:00
14,582,15,1.533,224.7,2026-03-20T20:43:00
14,625,16,1.562,226.0,2026-03-20T20:43:01
14,668,17,1.588,226.0,2026-03-20T20:43:01
14,693,18,1.5,222.8,2026-03-20T20:43:01
14,780,19,1.737,232.5,2026-03-20T20:43:01
14,823,20,1.75,232.7,2026-03-20T20:43:01
14,880,21,1.857,235.7,2026-03-20T20:43:02
14,914,22,1.818,234.8,2026-03-20T20:43:02
14,953,23,1.826,234.7,2026-03-20T20:43:02
14,992,24,1.833,234.6,2026-03-20T20:43:02
14,1017,25,1.76,231.4,2026-03-20T20:43:02
14,1063,26,1.769,232.3,2026-03-20T20:43:02
14,1099,27,1.741,231.3,2026-03-20T20:43:03
14,1154,28,1.786,232.8,2026-03-20T20:43:03
14,1195,29,1.793,232.3,2026-03-20T20:43:03
14,1254,30,1.833,234.8,2026-03-20T20:43:03
14,1279,31,1.774,232.3,2026-03-20T20:43:03
14,1333,32,1.812,233.8,2026-03-20T20:43:04
14,1374,33,1.818,233.4,2026-03-20T20:43:04
14,1404,34,1.794,232.5,2026-03-20T20:43:04
14,1429,35,1.743,231.0,2026-03-20T20:43:04
14,1452,36,1.694,229.0,2026-03-20T20:43:04
14,1475,37,1.649,226.9,2026-03-20T20:43:04
14,1522,38,1.684,227.9,2026-03-20T20:43:04
14,1564,39,1.692,228.5,2026-03-20T20:43:05
14,1600,40,1.675,227.9,2026-03-20T20:43:05
14,1655,41,1.707,229.3,2026-03-20T20:43:05
14,1701,42,1.714,229.9,2026-03-20T20:43:05
14,1756,43,1.744,231.0,2026-03-20T20:43:05
14,1795,44,1.75,231.1,2026-03-20T20:43:06
14,1820,45,1.711,230.0,2026-03-20T20:43:06
14,1869,46,1.739,230.8,2026-03-20T20:43:06
14,1937,47,1.787,232.9,2026-03-20T20:43:06
14,1969,48,1.771,232.1,2026-03-20T20:43:06
14,2014,49,1.776,232.3,2026-03-20T20:43:07
14,2039,50,1.74,230.7,2026-03-20T20:43:07
14,2073,51,1.68,228.8,2026-03-20T20:43:07
14,2142,52,1.74,230.7,2026-03-20T20:43:07
14,2190,53,1.8,232.5,2026-03-20T20:43:07
14,2235,54,1.82,232.9,2026-03-20T20:43:08
14,2269,55,1.8,232.5,2026-03-20T20:43:08
14,2310,56,1.8,232.5,2026-03-20T20:43:08
14,2356,57,1.82,233.3,2026-03-20T20:43:08
14,2427,58,1.9,236.1,2026-03-20T20:43:08
14,2452,59,1.9,236.1,2026-03-20T20:43:08
14,2493,60,1.92,237.0,2026-03-20T20:43:09
14,2578,61,2.04,240.4,2026-03-20T20:43:09
14,2630,62,2.06,241.0,2026-03-20T20:43:09
14,2683,63,2.12,243.5,2026-03-20T20:43:09
14,2717,64,2.06,241.0,2026-03-20T20:43:10
14,2742,65,2.04,239.7,2026-03-20T20:43:10
14,2797,66,2.06,240.8,2026-03-20T20:43:10
14,2831,67,2.04,240.3,2026-03-20T20:43:10
14,2852,68,2.04,240.2,2026-03-20T20:43:10
14,2886,69,1.94,236.2,2026-03-20T20:43:10
14,2911,70,1.9,234.8,2026-03-20T20:43:10
14,2964,71,1.88,234.8,2026-03-20T20:43:11
