experiment_id,timestep,episode,mean_reward_50,mean_ep_length_50,timestamp
17,61,1,4.0,310.0,2026-03-20T21:25:32
17,107,2,3.0,288.0,2026-03-20T21:25:32
17,132,3,2.0,249.0,2026-03-20T21:25:32
17,166,4,1.75,240.2,2026-03-20T21:25:32
17,205,5,1.8,234.2,2026-03-20T21:25:32
17,246,6,1.833,233.8,2026-03-20T21:25:33
17,282,7,1.714,230.4,2026-03-20T21:25:33
17,316,8,1.625,228.6,2026-03-20T21:25:33
17,339,9,1.444,220.1,2026-03-20T21:25:33
17,371,10,1.4,218.3,2026-03-20T21:25:33
17,414,11,1.455,220.2,2026-03-20T21:25:33
17,456,12,1.5,222.2,2026-03-20T21:25:34
17,481,13,1.385,217.5,2026-03-20T21:25:34
17,546,14,1.571,225.1,2026-03-20T21:25:34
17,582,15,1.533,224.7,2026-03-20T21:25:34
17,625,16,1.562,226.0,2026-03-20T21:25:34
17,668,17,1.588,226.0,2026-03-20T21:25:34
17,693,18,1.5,222.8,2026-03-20T21:25:35
17,780,19,1.737,232.5,2026-03-20T21:25:35
17,823,20,1.75,232.7,2026-03-20T21:25:35
17,880,21,1.857,235.7,2026-03-20T21:25:35
17,914,22,1.818,234.8,2026-03-20T21:25:35
17,953,23,1.826,234.7,2026-03-20T21:25:36
17,992,24,1.833,234.6,2026-03-20T21:25:36
17,1017,25,1.76,231.4,2026-03-20T21:25:36
17,1063,26,1.769,232.3,2026-03-20T21:25:36
17,1099,27,1.741,231.3,2026-03-20T21:25:36
17,1154,28,1.786,232.8,2026-03-20T21:25:36
17,1195,29,1.793,232.3,2026-03-20T21:25:37
17,1254,30,1.833,234.8,2026-03-20T21:25:37
17,1279,31,1.774,232.3,2026-03-20T21:25:37
17,1333,32,1.812,233.8,2026-03-20T21:25:37
17,1374,33,1.818,233.4,2026-03-20T21:25:37
17,1404,34,1.794,232.5,2026-03-20T21:25:38
17,1429,35,1.743,231.0,2026-03-20T21:25:38
