experiment_id,timestep,episode,mean_reward_50,mean_ep_length_50,timestamp
3,61,1,4.0,310.0,2026-03-22T00:39:10
3,107,2,3.0,288.0,2026-03-22T00:39:10
3,132,3,2.0,249.0,2026-03-22T00:39:10
3,166,4,1.75,240.2,2026-03-22T00:39:10
3,205,5,1.8,234.2,2026-03-22T00:39:11
3,246,6,1.833,233.8,2026-03-22T00:39:11
3,282,7,1.714,230.4,2026-03-22T00:39:11
3,316,8,1.625,228.6,2026-03-22T00:39:11
3,339,9,1.444,220.1,2026-03-22T00:39:11
3,371,10,1.4,218.3,2026-03-22T00:39:12
3,414,11,1.455,220.2,2026-03-22T00:39:12
3,456,12,1.5,222.2,2026-03-22T00:39:12
3,481,13,1.385,217.5,2026-03-22T00:39:12
3,546,14,1.571,225.1,2026-03-22T00:39:13
3,582,15,1.533,224.7,2026-03-22T00:39:13
3,625,16,1.562,226.0,2026-03-22T00:39:13
3,668,17,1.588,226.0,2026-03-22T00:39:13
3,693,18,1.5,222.8,2026-03-22T00:39:13
3,780,19,1.737,232.5,2026-03-22T00:39:14
3,823,20,1.75,232.7,2026-03-22T00:39:14
3,880,21,1.857,235.7,2026-03-22T00:39:14
3,914,22,1.818,234.8,2026-03-22T00:39:14
3,953,23,1.826,234.7,2026-03-22T00:39:15
3,992,24,1.833,234.6,2026-03-22T00:39:15
3,1017,25,1.76,231.4,2026-03-22T00:39:15
3,1063,26,1.769,232.3,2026-03-22T00:39:15
3,1099,27,1.741,231.3,2026-03-22T00:39:15
3,1154,28,1.786,232.8,2026-03-22T00:39:16
3,1195,29,1.793,232.3,2026-03-22T00:39:16
3,1254,30,1.833,234.8,2026-03-22T00:39:16
3,1279,31,1.774,232.3,2026-03-22T00:39:16
3,1333,32,1.812,233.8,2026-03-22T00:39:16
3,1374,33,1.818,233.4,2026-03-22T00:39:17
3,1404,34,1.794,232.5,2026-03-22T00:39:17
3,1429,35,1.743,231.0,2026-03-22T00:39:17
3,1452,36,1.694,229.0,2026-03-22T00:39:17
