experiment_id,timestep,episode,mean_reward_50,mean_ep_length_50,timestamp
5,61,1,4.0,310.0,2026-03-22T01:13:28
5,107,2,3.0,288.0,2026-03-22T01:13:28
5,132,3,2.0,249.0,2026-03-22T01:13:29
5,166,4,1.75,240.2,2026-03-22T01:13:29
5,205,5,1.8,234.2,2026-03-22T01:13:29
5,246,6,1.833,233.8,2026-03-22T01:13:29
5,282,7,1.714,230.4,2026-03-22T01:13:29
5,316,8,1.625,228.6,2026-03-22T01:13:30
5,339,9,1.444,220.1,2026-03-22T01:13:30
5,371,10,1.4,218.3,2026-03-22T01:13:30
5,414,11,1.455,220.2,2026-03-22T01:13:30
5,456,12,1.5,222.2,2026-03-22T01:13:30
5,481,13,1.385,217.5,2026-03-22T01:13:31
5,546,14,1.571,225.1,2026-03-22T01:13:31
5,582,15,1.533,224.7,2026-03-22T01:13:31
5,625,16,1.562,226.0,2026-03-22T01:13:31
5,668,17,1.588,226.0,2026-03-22T01:13:31
5,693,18,1.5,222.8,2026-03-22T01:13:32
5,780,19,1.737,232.5,2026-03-22T01:13:32
5,823,20,1.75,232.7,2026-03-22T01:13:32
5,880,21,1.857,235.7,2026-03-22T01:13:32
5,914,22,1.818,234.8,2026-03-22T01:13:33
5,953,23,1.826,234.7,2026-03-22T01:13:33
5,992,24,1.833,234.6,2026-03-22T01:13:33
5,1017,25,1.76,231.4,2026-03-22T01:13:33
5,1063,26,1.769,232.3,2026-03-22T01:13:33
5,1099,27,1.741,231.3,2026-03-22T01:13:34
5,1154,28,1.786,232.8,2026-03-22T01:13:34
5,1195,29,1.793,232.3,2026-03-22T01:13:34
5,1254,30,1.833,234.8,2026-03-22T01:13:34
5,1279,31,1.774,232.3,2026-03-22T01:13:35
5,1333,32,1.812,233.8,2026-03-22T01:13:35
5,1374,33,1.818,233.4,2026-03-22T01:13:35
5,1404,34,1.794,232.5,2026-03-22T01:13:35
5,1429,35,1.743,231.0,2026-03-22T01:13:35
5,1452,36,1.694,229.0,2026-03-22T01:13:36
5,1475,37,1.649,226.9,2026-03-22T01:13:36
5,1522,38,1.684,227.9,2026-03-22T01:13:36
5,1564,39,1.692,228.5,2026-03-22T01:13:36
5,1600,40,1.675,227.9,2026-03-22T01:13:36
5,1655,41,1.707,229.3,2026-03-22T01:13:37
5,1701,42,1.714,229.9,2026-03-22T01:13:37
5,1756,43,1.744,231.0,2026-03-22T01:13:37
5,1795,44,1.75,231.1,2026-03-22T01:13:37
5,1820,45,1.711,230.0,2026-03-22T01:13:37
5,1869,46,1.739,230.8,2026-03-22T01:13:38
5,1937,47,1.787,232.9,2026-03-22T01:13:38
5,1969,48,1.771,232.1,2026-03-22T01:13:38
5,2014,49,1.776,232.3,2026-03-22T01:13:38
5,2039,50,1.74,230.7,2026-03-22T01:13:39
5,2073,51,1.68,228.8,2026-03-22T01:13:39
5,2142,52,1.74,230.7,2026-03-22T01:13:39
5,2190,53,1.8,232.5,2026-03-22T01:13:39
5,2235,54,1.82,232.9,2026-03-22T01:13:39
5,2269,55,1.8,232.5,2026-03-22T01:13:40
5,2310,56,1.8,232.5,2026-03-22T01:13:40
5,2356,57,1.82,233.3,2026-03-22T01:13:40
5,2427,58,1.9,236.1,2026-03-22T01:13:40
5,2452,59,1.9,236.1,2026-03-22T01:13:41
5,2493,60,1.92,237.0,2026-03-22T01:13:41
5,2578,61,2.04,240.4,2026-03-22T01:13:41
5,2630,62,2.06,241.0,2026-03-22T01:13:41
5,2683,63,2.12,243.5,2026-03-22T01:13:42
5,2717,64,2.06,241.0,2026-03-22T01:13:42
5,2742,65,2.04,239.7,2026-03-22T01:13:42
5,2797,66,2.06,240.8,2026-03-22T01:13:42
5,2831,67,2.04,240.3,2026-03-22T01:13:42
5,2852,68,2.04,240.2,2026-03-22T01:13:43
5,2886,69,1.94,236.2,2026-03-22T01:13:43
5,2911,70,1.9,234.8,2026-03-22T01:13:43
5,2964,71,1.88,234.8,2026-03-22T01:13:43
5,2998,72,1.88,234.8,2026-03-22T01:13:43
5,3051,73,1.9,235.8,2026-03-22T01:13:44
5,3094,74,1.9,236.2,2026-03-22T01:13:44
5,3168,75,2.0,240.6,2026-03-22T01:13:44
5,3216,76,2.02,240.7,2026-03-22T01:13:44
5,3257,77,2.04,241.2,2026-03-22T01:13:45
5,3316,78,2.04,241.9,2026-03-22T01:13:45
5,3353,79,2.02,241.8,2026-03-22T01:13:45
5,3394,80,2.0,240.2,2026-03-22T01:13:45
5,3465,81,2.1,244.2,2026-03-22T01:13:46
5,3497,82,2.06,242.8,2026-03-22T01:13:46
5,3533,83,2.04,242.8,2026-03-22T01:13:46
5,3625,84,2.16,247.4,2026-03-22T01:13:46
5,3684,85,2.22,249.6,2026-03-22T01:13:47
5,3723,86,2.26,250.7,2026-03-22T01:13:47
5,3767,87,2.3,252.8,2026-03-22T01:13:47
5,3813,88,2.28,252.7,2026-03-22T01:13:47
5,3847,89,2.26,251.6,2026-03-22T01:13:48
5,3890,90,2.28,252.1,2026-03-22T01:13:48
5,3938,91,2.26,251.6,2026-03-22T01:13:48
5,4004,92,2.3,253.1,2026-03-22T01:13:48
5,4043,93,2.28,251.9,2026-03-22T01:13:49
