experiment_id,timestep,episode,mean_reward_50,mean_ep_length_50,timestamp
1,61,1,4.0,310.0,2026-03-19T06:51:16
1,107,2,3.0,288.0,2026-03-19T06:51:16
1,132,3,2.0,249.0,2026-03-19T06:51:16
1,166,4,1.75,240.2,2026-03-19T06:51:16
1,205,5,1.8,234.2,2026-03-19T06:51:17
1,246,6,1.833,233.8,2026-03-19T06:51:17
1,282,7,1.714,230.4,2026-03-19T06:51:17
1,316,8,1.625,228.6,2026-03-19T06:51:17
1,339,9,1.444,220.1,2026-03-19T06:51:17
1,371,10,1.4,218.3,2026-03-19T06:51:18
1,414,11,1.455,220.2,2026-03-19T06:51:18
1,456,12,1.5,222.2,2026-03-19T06:51:18
1,481,13,1.385,217.5,2026-03-19T06:51:18
1,546,14,1.571,225.1,2026-03-19T06:51:18
1,582,15,1.533,224.7,2026-03-19T06:51:19
1,625,16,1.562,226.0,2026-03-19T06:51:19
1,668,17,1.588,226.0,2026-03-19T06:51:19
1,693,18,1.5,222.8,2026-03-19T06:51:19
1,780,19,1.737,232.5,2026-03-19T06:51:19
1,823,20,1.75,232.7,2026-03-19T06:51:20
1,880,21,1.857,235.7,2026-03-19T06:51:20
1,914,22,1.818,234.8,2026-03-19T06:51:20
1,953,23,1.826,234.7,2026-03-19T06:51:20
1,992,24,1.833,234.6,2026-03-19T06:51:20
1,1017,25,1.76,231.4,2026-03-19T06:51:21
1,1063,26,1.769,232.3,2026-03-19T06:51:21
1,1099,27,1.741,231.3,2026-03-19T06:51:21
1,1154,28,1.786,232.8,2026-03-19T06:51:21
1,1195,29,1.793,232.3,2026-03-19T06:51:21
1,1254,30,1.833,234.8,2026-03-19T06:51:22
1,1279,31,1.774,232.3,2026-03-19T06:51:22
1,1333,32,1.812,233.8,2026-03-19T06:51:23
1,1374,33,1.818,233.4,2026-03-19T06:51:23
1,1404,34,1.794,232.5,2026-03-19T06:51:23
1,1429,35,1.743,231.0,2026-03-19T06:51:23
1,1452,36,1.694,229.0,2026-03-19T06:51:24
1,1475,37,1.649,226.9,2026-03-19T06:51:24
1,1522,38,1.684,227.9,2026-03-19T06:51:24
1,1564,39,1.692,228.5,2026-03-19T06:51:25
1,1600,40,1.675,227.9,2026-03-19T06:51:25
1,1655,41,1.707,229.3,2026-03-19T06:51:25
1,1701,42,1.714,229.9,2026-03-19T06:51:26
1,1756,43,1.744,231.0,2026-03-19T06:51:26
1,1795,44,1.75,231.1,2026-03-19T06:51:26
1,1820,45,1.711,230.0,2026-03-19T06:51:26
1,1869,46,1.739,230.8,2026-03-19T06:51:26
1,1937,47,1.787,232.9,2026-03-19T06:51:27
1,1969,48,1.771,232.1,2026-03-19T06:51:27
1,2014,49,1.776,232.3,2026-03-19T06:51:27
1,2039,50,1.74,230.7,2026-03-19T06:51:27
1,2073,51,1.68,228.8,2026-03-19T06:51:27
1,2142,52,1.74,230.7,2026-03-19T06:51:28
1,2190,53,1.8,232.5,2026-03-19T06:51:28
1,2235,54,1.82,232.9,2026-03-19T06:51:28
1,2269,55,1.8,232.5,2026-03-19T06:51:28
1,2310,56,1.8,232.5,2026-03-19T06:51:28
1,2356,57,1.82,233.3,2026-03-19T06:51:29
1,2427,58,1.9,236.1,2026-03-19T06:51:29
1,2452,59,1.9,236.1,2026-03-19T06:51:29
1,2493,60,1.92,237.0,2026-03-19T06:51:29
1,2578,61,2.04,240.4,2026-03-19T06:51:29
1,2630,62,2.06,241.0,2026-03-19T06:51:30
1,2683,63,2.12,243.5,2026-03-19T06:51:30
1,2717,64,2.06,241.0,2026-03-19T06:51:30
1,2742,65,2.04,239.7,2026-03-19T06:51:30
1,2797,66,2.06,240.8,2026-03-19T06:51:30
1,2831,67,2.04,240.3,2026-03-19T06:51:31
1,2852,68,2.04,240.2,2026-03-19T06:51:31
1,2886,69,1.94,236.2,2026-03-19T06:51:31
1,2911,70,1.9,234.8,2026-03-19T06:51:31
1,2964,71,1.88,234.8,2026-03-19T06:51:31
1,2998,72,1.88,234.8,2026-03-19T06:51:32
1,3051,73,1.9,235.8,2026-03-19T06:51:32
1,3094,74,1.9,236.2,2026-03-19T06:51:32
1,3168,75,2.0,240.6,2026-03-19T06:51:32
1,3216,76,2.02,240.7,2026-03-19T06:51:32
1,3257,77,2.04,241.2,2026-03-19T06:51:33
1,3316,78,2.04,241.9,2026-03-19T06:51:33
1,3353,79,2.02,241.8,2026-03-19T06:51:33
1,3394,80,2.0,240.2,2026-03-19T06:51:33
1,3465,81,2.1,244.2,2026-03-19T06:51:34
1,3497,82,2.06,242.8,2026-03-19T06:51:34
1,3533,83,2.04,242.8,2026-03-19T06:51:34
1,3625,84,2.16,247.4,2026-03-19T06:51:34
1,3684,85,2.22,249.6,2026-03-19T06:51:35
1,3723,86,2.26,250.7,2026-03-19T06:51:35
1,3767,87,2.3,252.8,2026-03-19T06:51:35
1,3813,88,2.28,252.7,2026-03-19T06:51:35
1,3847,89,2.26,251.6,2026-03-19T06:51:35
1,3890,90,2.28,252.1,2026-03-19T06:51:35
1,3938,91,2.26,251.6,2026-03-19T06:51:36
1,4004,92,2.3,253.1,2026-03-19T06:51:36
1,4043,93,2.28,251.9,2026-03-19T06:51:37
1,4068,94,2.24,250.5,2026-03-19T06:51:37
1,4121,95,2.3,252.6,2026-03-19T06:51:37
1,4195,96,2.34,254.5,2026-03-19T06:51:38
1,4240,97,2.3,252.8,2026-03-19T06:51:38
1,4293,98,2.34,254.7,2026-03-19T06:51:39
1,4327,99,2.32,254.1,2026-03-19T06:51:39
1,4390,100,2.4,257.7,2026-03-19T06:51:39
1,4447,101,2.46,259.4,2026-03-19T06:51:40
1,4479,102,2.38,256.5,2026-03-19T06:51:40
1,4540,103,2.4,257.4,2026-03-19T06:51:40
1,4589,104,2.42,258.0,2026-03-19T06:51:40
1,4614,105,2.4,257.8,2026-03-19T06:51:40
1,4639,106,2.36,256.7,2026-03-19T06:51:41
1,4696,107,2.38,257.7,2026-03-19T06:51:41
1,4749,108,2.34,256.5,2026-03-19T06:51:41
1,4783,109,2.36,257.5,2026-03-19T06:51:41
1,4851,110,2.4,259.4,2026-03-19T06:51:42
1,4911,111,2.32,257.2,2026-03-19T06:51:42
1,4945,112,2.28,255.8,2026-03-19T06:51:42
1,5005,113,2.3,256.3,2026-03-19T06:51:44
1,5048,114,2.32,257.1,2026-03-19T06:51:44
1,5089,115,2.36,258.7,2026-03-19T06:51:44
1,5119,116,2.32,256.2,2026-03-19T06:51:45
1,5155,117,2.32,256.7,2026-03-19T06:51:45
1,5199,118,2.36,258.2,2026-03-19T06:51:45
1,5235,119,2.36,258.0,2026-03-19T06:51:45
1,5287,120,2.42,260.4,2026-03-19T06:51:46
1,5331,121,2.4,259.2,2026-03-19T06:51:46
1,5354,122,2.38,257.9,2026-03-19T06:51:46
1,5407,123,2.38,257.8,2026-03-19T06:51:46
1,5432,124,2.34,256.4,2026-03-19T06:51:47
1,5455,125,2.24,252.0,2026-03-19T06:51:47
1,5488,126,2.2,250.6,2026-03-19T06:51:47
1,5513,127,2.16,249.5,2026-03-19T06:51:47
1,5543,128,2.12,247.0,2026-03-19T06:51:47
1,5568,129,2.1,246.4,2026-03-19T06:51:48
1,5593,130,2.06,245.0,2026-03-19T06:51:48
1,5633,131,2.0,242.4,2026-03-19T06:51:48
1,5669,132,2.0,242.4,2026-03-19T06:51:48
1,5703,133,2.0,241.8,2026-03-19T06:51:48
1,5746,134,1.9,238.0,2026-03-19T06:51:49
1,5816,135,1.94,239.0,2026-03-19T06:51:49
1,5857,136,1.94,239.4,2026-03-19T06:51:49
1,5911,137,1.96,240.0,2026-03-19T06:51:50
1,5950,138,1.96,239.2,2026-03-19T06:51:50
1,5993,139,1.98,240.1,2026-03-19T06:51:51
1,6018,140,1.94,238.8,2026-03-19T06:51:51
1,6050,141,1.92,237.7,2026-03-19T06:51:51
1,6075,142,1.84,234.7,2026-03-19T06:51:51
1,6126,143,1.86,235.9,2026-03-19T06:51:52
1,6151,144,1.86,235.9,2026-03-19T06:51:52
1,6185,145,1.82,234.5,2026-03-19T06:51:53
1,6263,146,1.82,234.7,2026-03-19T06:51:53
1,6297,147,1.8,233.8,2026-03-19T06:51:54
1,6320,148,1.74,231.1,2026-03-19T06:51:54
1,6345,149,1.72,230.0,2026-03-19T06:51:54
1,6389,150,1.68,228.5,2026-03-19T06:51:54
1,6437,151,1.66,228.0,2026-03-19T06:51:55
